Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Congo, Rep.",COG,..,19.854,19.781,20.2,20.524,20.887,20.938,20.608,22.373,22.077,20.261,20.054
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Costa Rica,CRI,..,5.08,8.499,8.415,8.085,7.729,9.01,10.807,16.432,15.139,11.325,8.304
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cote d'Ivoire,CIV,..,4.835,3.275,2.574,1.896,3.273,2.851,2.401,2.559,2.59,2.434,2.403
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Croatia,HRV,..,16.064,17.29,16.175,13.103,11.208,8.432,6.617,7.507,7.608,6.96,6.063
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cuba,CUB,..,5.45,2.7,2.4,2,1.7,1.7,1.2,1.4,1.373,1.254,1.163
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cyprus,CYP,..,4.766,16.277,15.026,13.006,11.155,8.504,7.155,7.755,7.513,6.807,5.964
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Czechia,CZE,..,8.764,6.108,5.048,3.952,2.893,2.246,2.015,2.551,2.803,2.224,2.593
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Denmark,DNK,..,4.476,6.925,6.278,5.989,5.833,5.131,5.018,5.637,5.043,4.434,5.142
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Djibouti,DJI,..,26.862,26.217,26.095,25.999,26.064,26.18,26.246,27.645,27.548,26.367,26.258
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Dominican Republic,DOM,..,6.432,6.719,7.605,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.557
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ecuador,ECU,..,4.8,3.48,3.616,4.597,3.836,3.53,3.812,6.127,4.552,3.761,3.367
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Egypt, Arab Rep.",EGY,..,8.98,13.105,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344,7.306
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,El Salvador,SLV,..,6.96,4.154,3.998,4.418,4.385,4.006,4.17,5.008,4.327,2.999,2.758
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Equatorial Guinea,GNQ,..,8.033,8.044,8.178,8.232,8.329,8.256,8.367,9.075,9.194,8.746,8.666
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Eritrea,ERI,..,5.724,5.652,5.793,5.83,5.879,5.758,5.789,6.307,6.341,5.941,5.866
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Estonia,EST,..,13.36,7.352,6.412,6.882,5.807,5.412,4.514,6.956,6.178,5.571,6.345
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Eswatini,SWZ,..,24.518,23.817,23.279,22.718,24.83,26.983,29.049,34.232,35.707,37.852,37.636
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ethiopia,ETH,..,3.502,2.364,2.45,2.566,2.678,2.825,2.945,4.024,3.935,3.493,3.497
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Fiji,FJI,..,4.705,4.325,4.292,4.32,4.328,4.34,4.38,4.623,4.678,4.481,4.327
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Finland,FIN,..,11.135,8.663,9.376,8.818,8.64,7.361,6.695,7.759,7.606,6.719,7.155
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,France,FRA,..,10.218,10.273,10.354,10.057,9.41,9.018,8.415,8.01,7.874,7.308,7.323
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,French Polynesia,PYF,..,11.608,11.886,11.776,11.699,11.554,11.553,11.536,12.879,12.492,11.911,11.724
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Gabon,GAB,..,17.827,19.922,19.994,20.165,20.351,20.502,20.426,21.273,21.233,20.501,20.361
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Gambia, The",GMB,..,9.639,8.224,7.271,6.299,5.162,4.127,4.532,5.858,6.206,6.082,6.479
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Georgia,GEO,..,10.82,17.439,16.506,16.604,13.939,12.667,11.565,11.73,11.794,11.657,11.622
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Germany,DEU,..,7.917,4.981,4.624,4.122,3.746,3.384,3.136,3.856,3.638,3.135,3.045
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ghana,GHA,..,10.456,4.412,6.806,5.237,3.369,3.251,3.156,3.285,3.338,3.084,3.079
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Greece,GRC,..,11.345,26.708,24.981,23.514,21.414,19.179,17.045,15.899,14.657,12.426,10.997
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guam,GUM,..,15.32,7.6,6.9,5.4,5.417,5.447,5.402,6.227,6.001,5.527,5.418
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guatemala,GTM,..,2.605,2.717,2.506,2.583,2.462,2.283,2.193,2.953,2.174,3.051,2.705
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guinea,GIN,..,4.591,5.108,5.251,5.019,4.815,4.771,5.018,5.993,5.767,5.328,5.297
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guinea-Bissau,GNB,..,3.576,3.316,3.224,3.192,3.137,3.196,3.219,3.614,3.628,3.204,3.183
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Guyana,GUY,..,11.901,12.887,13.273,13.563,13.813,14.019,13.525,15.701,14.927,12.423,12.43
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Haiti,HTI,..,8.441,13.766,13.745,13.888,13.929,13.937,14.133,15.56,15.253,14.719,14.623
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Honduras,HND,..,3.881,7.078,6.147,6.727,5.528,5.622,5.551,10.679,7.94,7.037,6.062
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Hong Kong SAR, China",HKG,..,4.92,3.296,3.314,3.392,3.124,2.805,2.917,5.808,5.174,4.318,3.931
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Hungary,HUN,..,6.563,7.725,6.813,5.115,4.156,3.709,3.419,4.25,4.045,3.609,4.126
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Iceland,ISL,..,1.936,4.897,3.979,2.978,2.742,2.704,3.507,5.478,6.029,3.789,3.562
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,India,IND,..,7.856,7.992,7.894,7.8,7.723,7.652,6.51,7.859,6.38,4.822,4.172
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Indonesia,IDN,..,6.078,4.049,4.514,4.301,3.783,4.387,3.59,4.255,3.827,3.462,3.417
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Iran, Islamic Rep.",IRN,..,11.699,10.68,11.166,12.618,12.232,12.195,10.74,9.687,9.282,9.085,9.103
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Iraq,IRQ,..,8.095,10.59,10.838,10.82,13.02,13.509,14.142,15.776,16.173,15.588,15.529
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ireland,IRL,..,4.318,11.858,9.908,8.374,6.713,5.741,4.95,5.623,6.194,4.479,4.34
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Israel,ISR,..,11.102,5.789,5.176,4.723,4.14,3.917,3.731,4.169,4.812,3.695,3.389
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Italy,ITA,..,10.834,12.683,11.896,11.688,11.211,10.61,9.952,9.164,9.497,8.069,7.618
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Jamaica,JAM,..,6.807,9.046,8.824,8.634,7.399,5.47,4.987,6.501,5.188,4.083,4.417
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Japan,JPN,..,4.748,3.589,3.385,3.132,2.822,2.467,2.351,2.809,2.828,2.6,2.575
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Jordan,JOR,..,13.7,11.9,13.075,15.275,18.12,18.257,16.801,19.213,19.837,18.2,17.944
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kazakhstan,KAZ,..,12.75,5.06,4.93,4.96,4.9,4.85,4.8,4.89,5.556,4.86,4.847
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kenya,KEN,..,2.876,2.768,2.763,2.757,3.54,4.284,5.014,5.621,5.693,5.805,5.682
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Korea, Dem. People's Rep.",PRK,..,3.147,2.883,2.902,2.925,2.846,2.784,2.838,3.029,3.134,2.965,3.004
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Korea, Rep.",KOR,..,4.063,3.082,3.546,3.65,3.653,3.824,3.746,3.931,3.639,2.857,2.642
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kuwait,KWT,..,0.8,2.9,2.2,2.16,2.223,2.198,2.239,3.535,2.997,2.124,2.076
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Kyrgyz Republic,KGZ,..,1.873,3.253,3.346,3.466,3.568,3.673,4.252,4.63,4.096,4.055,4.038
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lao PDR,LAO,..,2.057,2.117,2.491,2.88,3.269,2.896,2.528,2.314,1.997,1.209,1.181
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Latvia,LVA,..,14.211,10.846,9.873,9.643,8.715,7.412,6.312,8.098,7.513,6.815,6.534
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lebanon,LBN,..,8.594,8.796,9.27,9.76,10.236,10.741,11.301,13.235,12.621,11.599,11.565
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lesotho,LSO,..,16.143,16.056,16.223,16.139,16.391,16.637,16.876,18.351,18.129,16.668,16.46
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Liberia,LBR,..,2.035,2.079,2.553,3.081,3.066,3.057,3.072,4.092,3.792,2.99,2.939
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Libya,LBY,..,19.168,19.298,19.649,19.5,19.015,18.836,19.037,19.535,19.595,19.319,18.743
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Lithuania,LTU,..,15.931,10.698,9.12,7.862,7.073,6.147,6.255,8.487,7.112,5.956,6.962
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Luxembourg,LUX,..,2.345,5.852,6.669,6.291,5.522,5.585,5.595,6.773,5.247,4.585,5.188
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Macao SAR, China",MAC,..,6.874,1.67,1.81,1.939,1.987,1.834,1.749,2.566,2.252,2.476,2.246
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Madagascar,MDG,..,5.8,1.385,1.785,1.944,2.113,2.289,2.46,3.246,3.415,3.186,3.061
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Malawi,MWI,..,5.034,4.966,4.95,5.003,5.033,5.003,4.949,5.681,5.585,5.051,5.044
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Malaysia,MYS,..,3,2.88,3.1,3.44,3.41,3.3,3.26,4.54,4.64,3.93,3.855
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Maldives,MDV,..,1.97,7.461,6.612,5.77,5.376,4.959,4.562,5.404,5.021,4.424,4.127
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mali,MLI,..,1.347,1.492,1.406,1.367,1.494,1.62,2.414,3.528,2.29,3.09,3.008
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Malta,MLT,..,6.324,5.737,5.389,4.694,4.008,3.665,3.627,4.357,3.403,2.929,3.125
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mauritania,MRT,..,9.903,10.03,10.109,10.286,10.336,10.438,10.416,11.01,11.068,10.602,10.512
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mauritius,MUS,..,9.132,7.467,7.41,6.814,6.752,6.427,6.331,8.627,7.719,6.322,6.057
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mexico,MEX,..,2.646,4.819,4.311,3.853,3.419,3.275,3.477,4.441,4.019,3.256,2.812
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Moldova,MDA,..,8.539,1.451,1.781,1.591,1.622,1.239,1.502,1.206,0.794,0.909,1.623
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mongolia,MNG,..,5.985,4.798,4.861,7.235,6.359,5.377,9.269,6.594,7.747,6.211,6.134
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Montenegro,MNE,..,30.249,18.054,17.555,17.732,16.082,15.19,15.128,17.878,16.543,15.288,15.254
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Morocco,MAR,..,13.58,9.7,9.46,9.3,9.229,9.282,9.21,11.203,10.539,9.53,9.114
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Mozambique,MOZ,..,2.831,3.378,3.426,3.48,3.543,3.602,3.632,3.877,3.984,3.621,3.535
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Myanmar,MMR,..,0.731,0.749,0.766,1.043,1.356,0.767,0.407,1.476,4.34,2.83,2.841
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Namibia,NAM,..,20.3,18.521,20.799,23.352,21.739,19.877,19.945,20.966,20.877,19.748,19.422
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Nepal,NPL,..,10.622,10.647,10.655,10.684,10.66,10.63,10.578,13.157,12.315,10.922,10.685
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Netherlands,NLD,..,2.725,7.416,6.873,6.006,4.839,3.831,3.38,3.819,4.21,3.524,3.561
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,New Caledonia,NCL,..,17.986,14.59,13.637,12.714,11.676,11.702,10.881,13.558,12.537,11.291,11.22
